id,original,paraphrased
id_00490,"For intermediate-high risk patients with stable chest pain and no known CAD undergoing stress testing, the addition of CAC testing can be useful.64-70 Downloaded from http://ahajournals.org by on June 19, 2025","For patients at intermediate to high risk with stable chest pain and no established coronary artery disease who are undergoing stress tests, incorporating CAC testing may be beneficial."
id_02409,"In patients with BTAI who have not undergone repair, surveillance imaging with a CT at 1 month, 6 months, and 12 months after the diagnosis and, if stable, at appropriate inter- vals thereafter (depending on the type and extent of the injury), may be ­reasonable.5","For patients with BTAI who have not received repair, it may be reasonable to conduct surveillance imaging using a CT scan at 1 month, 6 months, and 12 months post-diagnosis, and subsequently at suitable intervals if the condition remains stable, based on the injury's type and severity."
id_01930,Trained rescuers should provide supplemental oxygen if available to persons with cardiac arrest following drowning. Recommendation-Specific Supportive Text,"If possible, trained rescuers should administer supplemental oxygen to individuals experiencing cardiac arrest after drowning."
id_00010,"If there is no evidence of trauma or injury (eg, simple fainting, shock from nontraumatic bleeding, sepsis, dehydration), raising the feet about 6 to 12 in (≈30°–45°) from supine position may be reasonable while awaiting the arrival of EMS.","In the absence of trauma or injury, such as in cases of simple fainting, shock from nontraumatic bleeding, sepsis, or dehydration, elevating the feet 6 to 12 inches (approximately 30°–45°) from a lying position may be appropriate while waiting for EMS to arrive."
id_02410,"In patients who have had an acute aortic dis- section and IMH treated with either open or endovascular aortic repair and have residual aortic disease, surveillance imaging with a CT (or MRI) is recommended after 1 month, 6 months, and 12 months and then, if stable, annually thereafter.1-6","For patients with a history of acute aortic dissection and intramural hematoma managed through open or endovascular aortic repair, and who have remaining aortic disease, it is advised to perform surveillance imaging using CT or MRI at 1 month, 6 months, and 12 months post-treatment, followed by annual imaging if the condition remains stable."
id_00011,"If a person is placed in a leg-raised position that results in pain, discomfort, or worsened symptoms, returning the person to a supine position may be considered. Recommendation-Specific Supportive Text","If elevating a person's legs causes pain, discomfort, or exacerbates symptoms, it may be advisable to reposition them to lie flat."
id_00491,"For patients with obstructive CAD and stable chest pain, it is recommended to optimize GDMT.1-3","For individuals with obstructive coronary artery disease and stable angina, it is advised to enhance guideline-directed medical therapy."
id_01931,"In cardiac arrest following drowning, CPR with rescue breaths should be started before AED application.","For cardiac arrest due to drowning, initiate CPR with rescue breaths prior to using an AED."
id_01450,"In adults with CCD, nonpharmacologic strategies are recommended as first-line therapy to lower BP in those with elevated BP (120-129/<80 mm Hg) (see Table 12).*1–9","For adults with CCD and elevated BP (120-129/<80 mm Hg), it is advised to initially employ nonpharmacologic methods to reduce BP (refer to Table 12).*1–9"
id_01451,"In adults with CCD who have hypertension, a BP target of <130/<80 mm Hg is recommended to reduce CVD events and all-cause death.*10–14","For adults with CCD and hypertension, aiming for a blood pressure below 130/80 mm Hg is advised to decrease the risk of cardiovascular events and mortality."
id_00492,"For patients with known nonobstructive CAD and stable chest pain, it is recommended to optimize preventive therapies.4,5","For individuals with diagnosed nonobstructive coronary artery disease and stable angina, enhancing preventive treatments is advised."
id_00012,"The effectiveness/usefulness of oxygen adminis- tered in the first aid setting for adults or children exhibiting signs or symptoms of shortness of breath, difficulty breathing, or hypoxia is unknown.","The benefit of providing oxygen in a first aid scenario for adults or children showing signs of breathlessness, respiratory distress, or low oxygen levels is uncertain."
id_02411,"In patients who have had an acute aortic dis- section and IMH that was managed with medi- cal therapy alone, surveillance imaging with a CT (or MRI) is recommended after 1 month, 6 months, and 12 months and then, if stable, annually thereafter.7","For patients treated solely with medical therapy for an acute aortic dissection and intramural hematoma, it is advised to perform surveillance imaging using CT or MRI at 1 month, 6 months, and 12 months, followed by annual imaging if the condition remains stable."
id_01932,AED use is reasonable in cardiac arrest following drowning.,It is appropriate to use an AED in cases of cardiac arrest after drowning.
id_00013,It is not beneficial to administer oxygen over room air in the first aid setting for adults experiencing acute stroke.,Providing oxygen instead of room air is not advantageous for adults with acute stroke in a first aid context.
id_00493,"For patients with obstructive CAD who have stable chest pain despite GDMT and moderate- severe ischemia, ICA is recommended for guiding therapeutic decision-making.1-4","For patients with obstructive CAD experiencing stable chest pain despite GDMT and moderate to severe ischemia, it is advised to use ICA to guide treatment decisions."
id_01452,"In adults with CCD and hypertension (systolic BP ≥130 and/or diastolic BP ≥80 mm Hg), in addition to nonpharmacological strategies, GDMT angiotensin-converting enzyme (ACE) inhibitors, angiotensin-receptor blockers (ARB), or beta blockers15–17 are recommended as first-line ther- apy for compelling indications (eg, recent MI or angina), with additional antihypertensive medica- tions (eg, dihydropyridine calcium channel block- ers [CCB], long-acting thiazide diuretics, and/or mineralocorticoid receptor antagonists) added as needed to optimize BP control.*13,18 *Modified from the 2017 ACC/AHA Multisociety Guideline for the Prevention, Detection, Evaluation, and Management of High Blood Pressure in Adults.19","For adults with CCD and hypertension (systolic BP ≥130 and/or diastolic BP ≥80 mm Hg), alongside nonpharmacological approaches, it is recommended to use GDMT ACE inhibitors, ARBs, or beta blockers as the primary treatment for compelling indications such as recent MI or angina. Additional antihypertensive medications, like dihydropyridine CCBs, long-acting thiazide diuretics, and/or mineralocorticoid receptor antagonists, should be added as necessary to achieve optimal BP control."
id_01933,The initiation of CPR should not be delayed to obtain or apply an AED in cardiac arrest following drowning. Recommendation-Specific Supportive Text,"In cases of cardiac arrest due to drowning, start CPR immediately without waiting to acquire or use an AED."
id_02412,"In patients with a previous acute aortic dissection and IMH, whether initially treated medically or with intervention, who have chronic residual TAD and an aneurysm with a total aortic diameter of ≥5.5 cm, elective thoracic aortic repair is ­recommended.1-4","For patients with a history of acute aortic dissection and intramural hematoma, regardless of initial medical or interventional treatment, who present with chronic residual thoracic aortic disease and an aneurysm with a total aortic diameter of 5.5 cm or larger, elective thoracic aortic repair is advised."
id_00014,A physical examination and history should be the primary assessment methods for first aid provid- ers to evaluate an ill or injured person.,First aid providers should primarily rely on physical examination and history-taking to assess an ill or injured individual.
id_01453,"In patients with CCD who have type 2 diabetes, the use of either an SGLT2 inhibitor1–8 or a GLP-1 receptor agonist9–17 with proven cardio- vascular benefit is recommended to reduce the risk of MACE. Cost Value Statement: High Value B-NR","For patients with CCD and type 2 diabetes, it is advised to use an SGLT2 inhibitor or a GLP-1 receptor agonist with established cardiovascular benefits to lower the risk of MACE. Cost Value Statement: High Value B-NR"
id_02413,"In patients with a PAU who have under- gone aortic repair, surveillance imaging at intervals appropriate for the repair approach and location (see Section 6.5.6, “Surveillance After Aneurysm Repair”) is reasonable.1-3","For patients with a PAU who have received aortic repair, it is advisable to conduct surveillance imaging at intervals suitable for the type and site of the repair, as detailed in Section 6.5.6, ""Surveillance After Aneurysm Repair."""
id_00494,"For patients with obstructive CAD who have stable chest pain despite optimal GDMT, those referred for ICA without prior stress testing benefit from FFR or instantaneous wave free ratio.3,5-7","Patients with obstructive CAD experiencing stable chest pain despite optimal GDMT, who are referred for ICA without prior stress testing, gain from FFR or instantaneous wave-free ratio."
id_01454,"In patients with CCD and heart failure with LVEF ≤40%, use of an SGLT2 inhibitor is rec- ommended to reduce the risk of cardiovascular death and heart failure hospitalization19–22 and to improve QOL,23,24 irrespective of diabetes status.* Cost Value Statement: Intermedi- ate Value B-NR","For patients with CCD and heart failure with an LVEF of 40% or less, it is advised to use an SGLT2 inhibitor to lower the risk of cardiovascular death and heart failure hospitalization and to enhance quality of life, regardless of diabetes status. Cost Value Statement: Intermediate Value B-NR."
id_01934,"In cardiac arrest following drowning and after removal from the water, CPR with rescue breaths and chest compressions should be provided to all persons.","For individuals experiencing cardiac arrest due to drowning, once they are out of the water, perform CPR with both rescue breaths and chest compressions."
id_02414,"In patients with a PAU that is being managed medically, surveillance imaging with a CT is reasonable at 1 month after the diagnosis and, if stable, every 6 months for 2 years, and then at appropriate intervals thereafter (depending on patient age and PAU charac- teristics).1,4","For patients with a PAU undergoing medical management, it is advisable to perform surveillance imaging using a CT scan 1 month post-diagnosis, followed by every 6 months for 2 years if stable, and subsequently at suitable intervals based on the patient's age and PAU characteristics."
id_00015,It is reasonable for first aid providers to use pulse oximetry results in the context of a complete assessment and to be aware of the limitations of pulse oximetry before acting on any results. Recommendation-Specific Supportive Text,First aid providers should consider pulse oximetry readings as part of a comprehensive evaluation and understand the limitations of these readings before making decisions based on them.
id_01455,"In patients with CCD and heart failure with LVEF >40%, use of an SGLT2 inhibitor can be beneficial in decreasing heart failure hospitalizations27,28 and to improve QOL,4,29 irrespective of diabetes status. Cost Value Statement: Intermedi- ate Value B-NR","For patients with CCD and heart failure with an LVEF greater than 40%, administering an SGLT2 inhibitor may help reduce hospitalizations due to heart failure and enhance quality of life, regardless of diabetes status. Cost Value Statement: Intermediate Value B-NR."
id_01935,"In cardiac arrest following drowning, if the rescuer is unwilling, untrained, or unable to provide rescue breaths, it is reasonable to provide chest compressions only, until help arrives.","If a person experiences cardiac arrest due to drowning and the rescuer cannot, is not trained to, or is unwilling to give rescue breaths, performing only chest compressions until assistance arrives is a reasonable approach."
id_02415,"In patients with genetic aortopathies attributable to syndromic (Marfan syndrome, Loeys-Dietz syndrome, vascular Ehlers-Danlos syndrome) and nsHTAD and who are contemplating preg- nancy, genetic counseling before pregnancy to discuss the heritable nature of their condition is recommended.1-4","For individuals with genetic aortopathies linked to syndromic conditions such as Marfan syndrome, Loeys-Dietz syndrome, vascular Ehlers-Danlos syndrome, and nsHTAD who are considering pregnancy, it is advised to undergo genetic counseling prior to conception to discuss the inheritable aspects of their condition."
id_00016,First aid providers should assist a person with asthma who is having difficulty breathing with the administration of their own prescribed bronchodilators as needed.,First aid responders should help an individual with asthma experiencing breathing difficulties by facilitating the use of their prescribed bronchodilators as required.
id_00496,"For patients who have stable chest pain with previous coronary revascularization, CCTA is reasonable to evaluate bypass graft or stent patency (for stents ≥3 mm).9-13 Stress Testing","For patients with stable chest pain and a history of coronary revascularization, it is appropriate to use CCTA to assess the patency of bypass grafts or stents that are 3 mm or larger."
id_00495,"For symptomatic patients with obstructive CAD who have stable chest pain with CCTA- defined ≥50% stenosis in the left main coronary artery, obstructive CAD with FFR with CT ≤0.80, or severe stenosis (≥70%) in all 3 main vessels, ICA is effective for guiding therapeutic decision-making.4,8","For patients with obstructive coronary artery disease (CAD) experiencing stable chest pain, who have CCTA-defined stenosis of 50% or more in the left main coronary artery, an FFR with CT of 0.80 or less, or severe stenosis of 70% or more in all three main vessels, invasive coronary angiography (ICA) is effective for guiding treatment decisions."
id_01456,"In patients with CCD, assessment of BMI with or without waist circumference is recommended dur- ing routine clinical follow-up.1–6","For patients with CCD, it is advised to evaluate BMI, optionally alongside waist circumference, during regular clinical follow-up."
id_01936,"In cardiac arrest following drowning, it may be reasonable for trained rescuers to initiate CPR with rescue breaths followed by chest compressions. Recommendation-Specific Supportive Text","For cardiac arrest due to drowning, trained rescuers might consider starting CPR with rescue breaths before performing chest compressions."
id_00017,"It is reasonable to use either an inhaler with a spacer or a nebulizer when assisting a person with asthma to use their own inhaled bronchodilator medication, in preference to using an inhaler alone.","When helping someone with asthma use their inhaled bronchodilator, it is advisable to opt for either an inhaler with a spacer or a nebulizer, rather than just an inhaler alone."
id_00497,"For patients with obstructive CAD who have stable chest pain despite optimal GDMT, stress PET/SPECT MPI, CMR, or echocardiography is recommended for diagnosis of myocardial ischemia, estimating risk of MACE, and guiding therapeutic decision-making.14-36","For patients with obstructive CAD experiencing stable chest pain despite optimal GDMT, it is advised to use stress PET/SPECT MPI, CMR, or echocardiography to diagnose myocardial ischemia, assess MACE risk, and inform treatment decisions."
id_01457,"Patients with CCD and overweight or obesity should receive counseling on diet, lifestyle, and goals for weight loss.7–10","Individuals with CCD who are overweight or obese should be advised on dietary habits, lifestyle changes, and weight loss objectives."
id_01937,"Implementation of PAD programs is reasonable in areas where there is a high risk of cardiac arrest, including aquatic environments (eg, areas with high population density, frequent utilization, other forms of exercise, long distances or response times to nearest AED). Recommendation-Specific Supportive Text","It is advisable to establish PAD programs in locations with a high likelihood of cardiac arrest, such as aquatic settings, particularly where there is a dense population, frequent use, other exercise activities, or significant distance or delay to the nearest AED."
id_02416,"In patients with syndromic and nsHTAD, Turner syndrome, BAV with aortic dilation, and other aortopathy conditions, aortic imaging (with TTE, MRI or CT, or both as appropriate) before pregnancy is recommended to determine aortic ­diameters.1-3,5-13","For patients with syndromic and non-syndromic hereditary thoracic aortic disease, Turner syndrome, bicuspid aortic valve with aortic enlargement, and other aortopathies, it is advised to perform aortic imaging using TTE, MRI, CT, or a combination of these methods, as suitable, prior to pregnancy to assess aortic diameters."
id_00498,"For patients with obstructive CAD who have stable chest pain despite optimal GDMT, when selected for rest/stress nuclear MPI, PET is reasonable in preference to SPECT, if available, to improve diagnostic accuracy and decrease the rate of nondiagnostic test results.37","For patients with obstructive CAD experiencing stable chest pain despite optimal GDMT, choosing PET over SPECT for rest/stress nuclear MPI is advisable, if accessible, to enhance diagnostic precision and reduce nondiagnostic outcomes."
id_02417,"In patients with syndromic and nsHTAD, Turner syndrome, BAV with aortic dilation, and other aortopathy conditions, who are contem- plating pregnancy, counseling about the risks of aortic dissection related to pregnancy is recommended.2-5,10,12,14 During Pregnancy","For patients with syndromic and nsHTAD, Turner syndrome, BAV with aortic enlargement, and other aortopathy conditions considering pregnancy, it is advised to provide counseling on the risks of aortic dissection associated with pregnancy."
id_01458,"For patients with CCD and overweight or obesity in whom pharmacologic therapy is warranted for further weight reduction, a GLP-1 receptor agonist can be beneficial in addition to counseling for diet and physical activity,11,12 and it is reasonable to choose semaglutide over liraglutide.13,14 Downloaded from http://ahajournals.org by on June 19, 2025","For patients with CCD who are overweight or obese and require medication for additional weight loss, a GLP-1 receptor agonist may be advantageous alongside dietary and exercise counseling, and selecting semaglutide over liraglutide is a sensible option."
id_00019,"If stroke is suspected, the EMS system should be activated immediately.","In the event of a suspected stroke, promptly activate the EMS system."
id_01938,"It is reasonable for trained rescuers to provide rescue breaths by the first means available (mouth- to-mouth, pocket mask, or bag-mask ventilation) for persons in cardiac arrest following drowning to avoid any delay in ventilation.","Trained rescuers should promptly deliver rescue breaths using the first available method, such as mouth-to-mouth, pocket mask, or bag-mask ventilation, to individuals in cardiac arrest after drowning to prevent any delay in ventilation."
id_02418,"In patients with aortic aneurysms, or at increased risk of aortic dissection, or both, it is recom- mended that pregnancy be managed by a multidisciplinary team including a maternal fetal medicine specialist and cardiologist, and, if logistically feasible, that delivery be planned in a hospital where the capability for emergency aortic repair is available.","For patients with aortic aneurysms, those at heightened risk of aortic dissection, or both, it is advised that pregnancy be overseen by a multidisciplinary team comprising a maternal-fetal medicine specialist and a cardiologist, and, if possible, that delivery occur in a hospital equipped for emergency aortic repair."
id_00499,"For patients with obstructive CAD who have stable chest pain despite GDMT, exercise treadmill testing can be useful to determine if the symptoms are consistent with angina pectoris, assess the severity of symptoms, evaluate functional capacity and select management, including cardiac rehabilitation.4,38-40","Exercise treadmill testing may be beneficial for patients with obstructive CAD experiencing stable chest pain despite GDMT, as it helps confirm if the symptoms align with angina pectoris, gauge symptom severity, evaluate functional capacity, and guide management decisions, including cardiac rehabilitation."
id_00018,"If a commercially available spacer is not available, it is reasonable to use an improvised spacer when assisting a person who is having an asthma attack to use their own inhaled bronchodilator medication. Recommendation-Specific Supportive Text","In the absence of a commercially available spacer, it is acceptable to use a makeshift spacer to help someone experiencing an asthma attack use their inhaled bronchodilator medication."
id_01459,"In patients with CCD and severe obesity who have not met weight loss goals with lifestyle and pharmacologic intervention, and who have acceptable surgical risk, referral for consideration of a bariatric procedure is reasonable for weight loss and cardiovascular risk factor reduction.15–18","For patients with CCD and severe obesity who have not achieved weight loss targets through lifestyle changes and medication, and who are suitable candidates for surgery, it is reasonable to refer them for evaluation of a bariatric procedure to aid in weight loss and reduce cardiovascular risk factors."
id_01939,Provision of rescue breathing using equipment (bag-mask or advanced airways) should be optimized by providing rescuers a competency- based training program with regular retraining and maintenance of equipment. Recommendation-Specific Supportive Text,"To enhance the effectiveness of rescue breathing with equipment like bag-mask or advanced airways, rescuers should undergo a competency-based training program with periodic retraining and ensure equipment is well-maintained."
id_02419,"In patients with aortopathies who are preg- nant, guideline-directed treatment of hyper- tension is recommended.61517","For pregnant patients with aortopathies, it is advised to manage hypertension according to established guidelines."
id_01940,"In patients with rheumatic heart disease, secondary prevention of rheumatic fever is indicated (Tables 6 and 7).1","For individuals with rheumatic heart disease, it is recommended to implement secondary prevention measures for rheumatic fever (refer to Tables 6 and 7)."
id_00020,"The use of a stroke recognition scale such as the Face, Arms, Speech, Time (FAST) or Cincinnati Prehospital Stroke Scale is recommended to aid in the recognition of acute stroke in adults.",It is advised to utilize a stroke recognition tool like the FAST or Cincinnati Prehospital Stroke Scale to help identify acute stroke in adults.
id_00500,"For patients with obstructive CAD who have stable chest pain symptoms undergoing stress PET MPI or stress CMR, the addition of MBFR is useful to improve diagnosis accuracy and enhance risk stratification.31-36","For patients with obstructive CAD experiencing stable chest pain and undergoing stress PET MPI or stress CMR, incorporating MBFR is beneficial for enhancing diagnostic precision and improving risk assessment."
id_02420,"In patients with syndromic and nsHTAD, beta-blocker therapy during pregnancy and postpartum is recommended, unless contrain- dicated.","For patients with syndromic and nsHTAD, it is advised to use beta-blockers during pregnancy and after childbirth, unless there are contraindications."
id_00501,"In patients who have had prior CABG surgery presenting with stable chest pain whose noninvasive stress test results show moderate- to-severe ischemia,1-7 or in those suspected to have myocardial ischemia with indeterminate/ nondiagnostic stress test, ICA is recommended for guiding therapeutic decision-making.1","For patients with a history of CABG surgery who present with stable chest pain and have noninvasive stress test results indicating moderate to severe ischemia, or when myocardial ischemia is suspected but stress test results are inconclusive, ICA is advised to guide treatment decisions."
id_00021,It is reasonable for first aid providers to measure capillary blood glucose in adults with suspected stroke if it is available and does not delay activating EMS. Recommendation-Specific Supportive Text,"First aid providers may measure capillary blood glucose in adults suspected of having a stroke, provided it is accessible and does not postpone contacting EMS."
id_01460,"In patients with CCD, use of sympathomimetic weight loss drugs is potentially harmful.19","For individuals with CCD, sympathomimetic weight loss medications may pose a risk."
id_02421,"In pregnant patients with aortic disease who require surveillance imaging of the aortic arch, descending, abdominal aorta, or all 3, MRI with- out gadolinium is recommended over CT to avoid radiation exposure to the fetus.19,20","For pregnant patients with aortic disease needing imaging of the aortic arch, descending aorta, abdominal aorta, or all three, MRI without gadolinium is advised instead of CT to prevent fetal radiation exposure."
id_00022,"If pediatric stroke is suspected, EMS should be activated, and the person should be transported to an ED.","In cases where a pediatric stroke is suspected, emergency medical services should be called, and the individual should be taken to an emergency department."
id_01461,"For patients with CCD who do not have contrain- dications, an exercise regimen is recommended, including ≥150 minutes/wk of moderate-intensity aerobic activities or ≥75 minutes/wk of higher- intensity aerobic activities to improve functional capacity and QOL, and to reduce hospital admis- sion and mortality rates.1–3","For patients with CCD without contraindications, it is advised to engage in an exercise routine consisting of at least 150 minutes per week of moderate-intensity aerobic activities or at least 75 minutes per week of high-intensity aerobic activities to enhance functional capacity and quality of life, and to decrease hospital admissions and mortality rates."
id_00502,"In patients who have had prior CABG surgery presenting with stable chest pain who are suspected to have myocardial ischemia, it is reasonable to perform stress imaging or CCTA to evaluate for myocardial ischemia or graft stenosis or occlusion.8-15","For patients with a history of CABG surgery who present with stable chest pain and are suspected of having myocardial ischemia, conducting stress imaging or CCTA to assess for myocardial ischemia or graft stenosis or occlusion is advisable."
id_01462,"For patients with CCD who do not have contraindi- cations, resistance (strength) training exercises are recommended on ≥2 days/wk to improve muscle strength, functional capacity, and cardiovascular risk factor control.4–6","For individuals with CCD without contraindications, it is advised to engage in resistance (strength) training exercises on at least two days per week to enhance muscle strength, functional capacity, and manage cardiovascular risk factors."
id_02422,"In pregnant patients with a history of chronic aortic dissection, cesarean delivery is recom- mended.","For pregnant individuals with a history of chronic aortic dissection, a cesarean section is advised."
id_00023,It is reasonable to consider stroke when common pediatric symptoms are present in association with other neurological signs and symptoms.,Considering stroke is advisable when typical pediatric symptoms occur alongside additional neurological signs and symptoms.
id_00503,"For symptomatic patients with known nonobstructive CAD who have stable chest pain, CCTA is reasonable for determining atherosclerotic plaque burden and progression to obstructive CAD, and guiding therapeutic decision-making.1-7","For patients with symptoms and diagnosed nonobstructive CAD experiencing stable chest pain, CCTA is a suitable option to assess atherosclerotic plaque load and its progression to obstructive CAD, aiding in therapeutic decisions."
id_01941,"Antibiotic prophylaxis is reasonable before dental procedures that involve manipulation of gingival tissue, manipulation of the periapical region of teeth, or perforation of the oral mucosa in patients with VHD who have any of the following1–9: a.   Prosthetic cardiac valves, including transcatheter-implanted prostheses and homografts. b.   Prosthetic material used for cardiac valve repair, such as annuloplasty rings, chords, or clips. c.   Previous IE. d.   Unrepaired cyanotic congenital heart disease or repaired congenital heart disease, with residual shunts or valvular regurgitation at the site of or adjacent to the site of a prosthetic patch or prosthetic device. e.   Cardiac transplant with valve regurgitation attributable to a structurally abnormal valve.","It is advisable to administer antibiotic prophylaxis prior to dental procedures that involve manipulation of gingival tissue, the periapical region of teeth, or perforation of the oral mucosa in patients with VHD who have any of the following conditions: a. Prosthetic cardiac valves, including those implanted via transcatheter and homografts. b. Prosthetic materials used in cardiac valve repair, such as annuloplasty rings, chords, or clips. c. A history of IE. d. Unrepaired cyanotic congenital heart disease or repaired congenital heart disease with residual shunts or valvular regurgitation at or near a prosthetic patch or device. e. Cardiac transplant recipients with valve regurgitation due to a structurally abnormal valve."
id_01463,"For patients with CCD who do not have contra- indications, lower-intensity lifestyle activities (eg, walking breaks at work) to reduce sedentary behavior (ie, sitting time) are reasonable to improve functional capacity and reduce cardiovascular risk, especially in individuals with low levels of habitual leisure time physical activity.7–9","For patients with CCD without contraindications, engaging in low-intensity lifestyle activities, such as taking walking breaks at work, to decrease sedentary behavior (such as sitting time) is advisable to enhance functional capacity and lower cardiovascular risk, particularly for those with low levels of regular leisure-time physical activity."
id_00024,Adult stroke scores are not validated in the pediatric population and should not solely be used to identify the broad presentation of stroke in children. Recommendation-Specific Supportive Text,Stroke assessment tools for adults have not been validated for use in children and should not be relied upon exclusively to recognize the diverse manifestations of stroke in the pediatric population.
id_02423,"In pregnant patients with an aortopathy and an aortic diameter of <4.0 cm, vaginal delivery (when otherwise appropriate) is recom- mended.","For pregnant patients with an aortopathy and an aortic diameter less than 4.0 cm, vaginal delivery is advised if there are no other contraindications."
id_00504,"For patients with known coronary stenosis from 40% to 90% on CCTA, FFR can be useful for diagnosis of vessel-specific ischemia and to guide decision-making regarding the use of ICA.8-14 Stress Testing","For patients with coronary stenosis ranging from 40% to 90% as identified by CCTA, FFR is beneficial for diagnosing vessel-specific ischemia and assisting in decisions about performing ICA."
id_01464,"In patients with CCD, minimization of exposure to ambient air pollution is reasonable to reduce the risk of cardiovascular events.1–7","For patients with CCD, it is advisable to limit exposure to air pollution to lower the risk of cardiovascular events."
id_01942,"In patients with VHD who are at high risk of IE, antibiotic prophylaxis is not recommended for nondental procedures (eg, TEE, esophagogastroduodenoscopy, colonoscopy, or cystoscopy) in the absence of active infection.10,11 Table 6.  Secondary Prevention of Rheumatic Fever Antibiotics for Prevention Dosage* Penicillin G benzathine","For patients with VHD at elevated risk for IE, antibiotic prophylaxis is not advised for non-dental procedures such as TEE, esophagogastroduodenoscopy, colonoscopy, or cystoscopy unless there is an active infection."
id_01944,"For patients with AF and rheumatic MS, long-term VKA oral anticoagulation is recommended.",Long-term oral anticoagulation with VKA is advised for patients with AF and rheumatic MS.
id_01943,"For patients with AF and native valve heart disease (except rheumatic mitral stenosis [MS]) or who received a bioprosthetic valve >3 months ago, a non–vitamin K oral anticoagulant (NOAC) is an effective alternative to VKA anticoagulation and should be administered on the basis of the patient’s CHA2DS2-VASc score.1,2","For patients with atrial fibrillation and native valve heart disease (excluding rheumatic mitral stenosis) or those who had a bioprosthetic valve implanted over three months ago, a non-vitamin K oral anticoagulant (NOAC) serves as an effective alternative to VKA anticoagulation and should be prescribed according to the patient's CHA2DS2-VASc score."
id_00025,"In adults with acute chest pain, the emergency response system should be activated to initiate transport to the closest ED by EMS.","For adults experiencing sudden chest pain, the emergency response system must be engaged to ensure EMS transports them to the nearest emergency department."
id_01465,"In patients with CCD, minimization of climate-related exposures (eg, extreme temperatures, wildfire smoke) may be reasonable to reduce the risk of cardiovascular events.8–10","For individuals with CCD, it may be advisable to limit exposure to climate-related factors (such as extreme temperatures and wildfire smoke) to potentially lower the risk of cardiovascular events."
id_00505,"For patients with known extensive nonobstructive CAD with stable chest pain symptoms, stress imaging (PET/SPECT, CMR, or echocardiography) is reasonable for the diagnosis of myocardial ischemia.15-24","For patients with established extensive nonobstructive coronary artery disease and stable chest pain, it is appropriate to use stress imaging (such as PET/SPECT, CMR, or echocardiography) to diagnose myocardial ischemia."
id_01945,"For patients with new-onset AF ≤3 months after surgical or transcatheter bioprosthetic valve replacement, anticoagulation with a VKA is reasonable.3–6",Anticoagulation with a VKA is advisable for patients who develop new-onset AF within 3 months following surgical or transcatheter bioprosthetic valve replacement.
id_00506,"For patients with persistent stable chest pain and nonobstructive CAD and at least mild myocardial ischemia on imaging, it is reasonable to consider invasive coronary function testing to improve the diagnosis of coronary microvascular dysfunction and to enhance risk stratification.1-4","For individuals experiencing ongoing stable chest pain with nonobstructive coronary artery disease and at least mild myocardial ischemia shown on imaging, invasive coronary function testing can be a reasonable option to better diagnose coronary microvascular dysfunction and improve risk assessment."
id_02425,"In pregnant patients with a diameter of the aortic root, ascending aorta, or both, of 4.0 cm to 4.5 cm, vaginal delivery with regional anes- thesia, expedited second stage, and assisted delivery may be reasonable.","For pregnant patients with an aortic root or ascending aorta measuring between 4.0 cm and 4.5 cm, it may be appropriate to consider vaginal delivery using regional anesthesia, a shortened second stage, and assisted delivery."
id_02424,"In pregnant patients with a diameter of the aortic root, ascending aorta, or both, of ≥4.5 cm, cesarean delivery is reasonable. Downloaded from http://ahajournals.org by on June 19, 2025","For pregnant patients with an aortic root or ascending aorta measuring 4.5 cm or larger, opting for a cesarean delivery is advisable."
id_01946,"In patients with mechanical heart valves with or without AF who require long-term anticoagulation with VKA to prevent valve thrombosis, NOACs are not recommended.7","For patients with mechanical heart valves, regardless of the presence of AF, who need long-term VKA anticoagulation to prevent valve thrombosis, NOACs are not advised."
id_01466,"In patients with CCD and no indication for oral anticoagulant therapy, low-dose aspirin 81 mg (75-100 mg) is recommended to reduce atherosclerotic events.*1–3","For patients with CCD who do not require oral anticoagulant treatment, it is advised to use low-dose aspirin, 81 mg (ranging from 75 to 100 mg), to decrease the risk of atherosclerotic events."
id_00027,"If there is any uncertainty that aspirin should be taken, it is reasonable to wait for EMS arrival without administration of aspirin. Recommendation-Specific Supportive Text","In cases of doubt regarding aspirin administration, it is advisable to refrain from giving aspirin until EMS arrives."
id_00026,"While awaiting the arrival of EMS, first aid provid- ers may encourage alert adults experiencing non- traumatic chest pain to chew and swallow aspirin (162–325 mg), unless the person experiencing pain has a known aspirin allergy or has been advised by a health care professional not to take aspirin.","While waiting for EMS, first aid providers can advise conscious adults with non-traumatic chest pain to chew and ingest aspirin (162–325 mg), unless they have a known allergy to aspirin or have been instructed by a healthcare professional to avoid it."
id_02426,"In pregnant patients with syndromic and nsHTAD, and a diameter of the aortic root, ascending aorta, or both, of 4.0 cm to 4.5 cm, cesarean delivery may be considered.","For pregnant patients with syndromic and nsHTAD, and an aortic root or ascending aorta measuring between 4.0 cm and 4.5 cm, a cesarean delivery might be an option."
id_00507,"For patients with persistent stable chest pain and nonobstructive CAD, stress PET MPI with MBFR is reasonable to diagnose microvascular dysfunction and enhance risk stratification.5-11","For individuals experiencing ongoing stable chest pain with nonobstructive coronary artery disease, it is appropriate to use stress PET MPI with MBFR to identify microvascular dysfunction and improve risk assessment."
