id,Year,Page,COR,LOE,Recommendation,SourceFile
id_01085,2021,41,Class 1,C-EO,"In patients with a bioprosthetic aortic or mitral valve, a history of ischemic stroke or TIA before valve replacement, and no other indication for anticoagulation therapy beyond 3 to 6 months from the valve placement, long-term therapy with aspirin is recommended in preference to long-term anticoagulation to reduce the risk of recur- rent stroke or TIA.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01086,2021,41,2A,B-NR,"In patients with ischemic stroke or TIA and IE who present with recurrent emboli and persistent vegetations despite appropri- ate antibiotic therapy, early surgery (during initial hospitalization before completion of a full therapeutic course of antibiotics) is reasonable to reduce the risk of recurrent embolism if there is no evidence of intracra- nial hemorrhage or extensive neurological damage.460–465",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01087,2021,41,2A,C-EO,"In patients with history of ischemic stroke or TIA and a mechanical aortic valve, anti- coagulation with higher-intensity warfarin to achieve an INR of 3.0 (range, 2.5–3.5) or the addition of aspirin (75–100 mg/d) can be beneficial to reduce the risk of thromboem- bolic events.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01088,2021,41,2B,B-NR,"In patients with ischemic stroke or TIA and native left-sided valve endocarditis who exhibit mobile vegetations >10 mm in length, early surgery (during initial hospitalization before completion of a full therapeutic course of anti- biotics) may be considered to reduce the risk of recurrent embolism if there is no evidence of intracranial hemorrhage or extensive neurologi- cal damage.460–465",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01089,2021,41,2B,B-NR,"In patients with ischemic stroke or TIA and IE, early valve surgery (during initial hospital- ization before completion of a full therapeutic course of antibiotics) may be considered in patients with an indication for surgery who have no evidence of intracranial hemorrhage or extensive neurological damage.466,467",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01090,2021,41,2B,B-NR,"In patients with IE and major ischemic stroke, delaying valve surgery for at least 4 weeks may be considered for patients with IE and major ischemic stroke or intracranial hemorrhage if the patient is hemodynamically stable.460,468",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01091,2021,41,Class 3: Harm,B-R,"In patients with ischemic stroke or TIA and mechanical heart valves, treatment with dabigatran causes harm.*457 *A similar recommendation in another guideline is worded slightly differently; however, the process used to reach consensus was the same in both cases.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01092,2021,44,Class 1,B-NR,"In patients with stroke or TIA and LV thrombus, anticoagulation with therapeutic warfarin for at least 3 months is recommended to reduce the risk of recurrent stroke.504–508",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01093,2021,44,2A,C-EO,"In patients with stroke or TIA in the setting of acute MI, it is reasonable to perform advanced cardiac imaging (eg, contrasted echocar- diogram or cardiac MRI) to assess for the presence of LV thrombus.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01094,2021,44,2B,C-LD,"In patients with stroke or TIA and new LV thrombus (<3 months), the safety of antico- agulation with a direct oral anticoagulant to reduce risk of recurrent stroke is uncertain.509",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01095,2021,44,2B,C-EO,"In patients with stroke or TIA in the setting of acute anterior MI with reduced ejection fraction (EF; <50%) but no evidence of LV thrombus, empirical anticoagulation for at least",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01096,2021,46,Class 1,C-EO,"In patients with ischemic stroke or TIA and left atrial or left atrial appendage thrombus in the setting of ischemic, nonischemic, or restrictive cardiomyopathy and LV dysfunction, antico- agulant therapy with warfarin is recommended for at least 3 months to reduce the risk of recurrent stroke or TIA.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01097,2021,46,2A,C-LD,"In patients with ischemic stroke or TIA in the setting of a mechanical assist device, treatment with warfarin and aspirin can be beneficial to reduce the risk of recurrent stroke or TIA.516–523",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01098,2021,46,2A,C-EO,"In patients with ischemic stroke or TIA in the setting of LV noncompaction, treatment with warfarin can be beneficial to reduce the risk of recurrent stroke or TIA.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01099,2021,46,2B,B-R,"In patients with ischemic stroke or TIA in sinus rhythm with ischemic or nonischemic cardio- myopathy and reduced EF without evidence of left atrial or LV thrombus, the effectiveness of anticoagulation compared with antiplatelet therapy is uncertain, and the choice should be individualized.524–528",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01100,2021,46,Class 3: Harm,B-R,"In patients with stroke or TIA and LV assist devices (LVADs), treatment with dabigatran instead of warfarin for the primary or second- ary prevention of ischemic stroke or TIA causes harm.529",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01101,2021,48,Class 1,C-EO,"In patients with a nonlacunar ischemic stroke of undetermined cause and a PFO, recom- mendations for PFO closure versus medical management should be made jointly by the patient, a cardiologist, and a neurologist, taking into account the probability of a causal role for the PFO.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01102,2021,48,2A,B-R,"In patients 18 to 60 years of age with a nonla- cunar ischemic stroke of undetermined cause despite a thorough evaluation and a PFO with high-risk anatomic features,* it is reasonable to choose closure with a transcatheter device and long-term antiplatelet therapy over anti- platelet therapy alone for preventing recurrent stroke.552–557",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01103,2021,48,2B,C-LD,"In patients 18 to 60 years of age with a nonla- cunar ischemic stroke of undetermined cause despite a thorough evaluation and a PFO without high-risk anatomic features,* the ben- efit of closure with a transcatheter device and long-term antiplatelet therapy over antiplatelet therapy alone for preventing recurrent stroke is not well established,552–557",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01104,2021,48,2B,C-LD,"In patients 18 to 60 years of age with a nonlacunar ischemic stroke of undetermined cause despite a thorough evaluation and a PFO, the comparative benefit of closure with a transcatheter device versus warfarin is unknown.554 *In the evidence, each study defines high-risk anatomic features in a different way.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01105,2021,50,Class 1,C-LD,"In patients with ischemic stroke or TIA and Fontan palliation, anticoagulation with warfarin is recommended to reduce the risk of recur- rent stroke or TIA.572,573",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01106,2021,50,2A,C-EO,"In patients with cyanotic congenital heart disease and other complex lesions, ischemic stroke or TIA of presumed cardioembolic origin, therapy with warfarin is reasonable to reduce the risk of recurrent stroke or TIA. Downloaded from http://ahajournals.org by on June 19, 2025",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01107,2021,52,2A,C-LD,"In patients with stroke or TIA found to have a left-sided cardiac tumor, resection of the tumor can be beneficial to reduce the risk of recurrent stroke.586–588",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01108,2021,52,Class 1,C-EO,"In patients with ischemic stroke or TIA after an extracranial carotid or vertebral arterial dis- section, treatment with antithrombotic therapy for at least 3 months is indicated to prevent recurrent stroke or TIA.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01109,2021,52,2A,B-R,"In patients with ischemic stroke or TIA who are <3 months after an extracranial carotid or vertebral arterial dissection, it is reasonable to use either aspirin or warfarin to prevent recur- rent stroke or TIA.593,594",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01110,2021,52,2B,C-LD,"In patients with stroke or TIA and extracranial carotid or vertebral artery dissection who have recurrent events despite antithrombotic therapy, endovascular therapy may be consid- ered to prevent recurrent stroke or TIA.595,596",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01111,2021,53,2A,C-LD,"In patients with ischemic stroke or TIA of unknown source despite thorough diagnostic evaluation and no other thrombotic history who are found to have prothrombin 20210A mutation, activated protein C resistance, elevated factor VIII levels, or deficiencies of protein C, protein S, or antithrombin III, anti- platelet therapy is reasonable to reduce the risk of recurrent stroke or TIA.600–606",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01112,2021,54,Class 1,B-NR,"In patients with ischemic stroke or TIA who have an isolated antiphospholipid antibody but do not fulfill the criteria for antiphospho- lipid syndrome, antiplatelet therapy alone is recommended to reduce the risk of recurrent stroke.612",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01113,2021,54,2A,B-R,"In patients with ischemic stroke or TIA with confirmed antiphospholipid syndrome treated with warfarin, it is reasonable to choose a target INR between 2 and 3 over a target INR >3 to effectively balance the risk of excessive bleeding against the risk of thrombosis.613–615",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01114,2021,54,2A,C-LD,"In patients with ischemic stroke or TIA who meet the criteria for the antiphospholipid syndrome, it is reasonable to anticoagulate with warfarin to reduce the risk of recurrent stroke or TIA.615",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01115,2021,54,Class 3: Harm,B-R,"In patients with ischemic stroke or TIA, antiphospholipid syndrome with history of thrombosis and triple-positive antiphospholipid antibodies (ie, lupus anticoagulant, anticardio- lipin, and anti– β2 glycoprotein-I), rivaroxaban is not recommended because it is associated with excess thrombotic events compared with warfarin.616–618",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01116,2021,55,Class 3: No Benefit,B-R,"In patients with ischemic stroke or TIA with hyperhomocysteinemia, supplementation with folate, vitamin B6, and vitamin B12 is not effective for preventing subsequent stroke.625,626",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01117,2021,56,2A,B-NR,"In patients with ischemic stroke or TIA in the setting of AF and cancer, it is reasonable to consider anticoagulation with DOACs in preference to warfarin for stroke preven- tion.647–650",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01118,2021,57,Class 1,B-NR,"In patients with sickle cell disease (SCD) and prior ischemic stroke or TIA, chronic blood transfusion(s) to reduce hemoglobin S to <30% of total hemoglobin is recommended for the prevention of recurrent ischemic stroke.655–658",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01119,2021,57,2A,B-R,"In patients with SCD with prior ischemic stroke or TIA for whom transfusion therapy is not available or practical, treatment with hydroxyurea is reasonable for the prevention of recurrent ischemic stroke.659–665",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01120,2021,58,Class 1,B-NR,"In patients with ischemic stroke or TIA and symptoms attributed to giant cell arteri- tis, immediate initiation of oral high-dose glucocorticoids is recommended to reduce recurrent stroke risk.672–681",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01121,2021,58,2A,B-NR,"In patients with ischemic stroke or TIA and diagnosis of giant cell arteritis, methotrexate or tocilizumab therapy adjunctive to steroids is reasonable to lower the risk of recurrent stroke.682–690",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01122,2021,58,2A,B-NR,"In patients with ischemic stroke or TIA and diagnosis of primary CNS angiitis, induc- tion therapy with glucocorticoids and/or immunosuppressants followed by long-term maintenance therapy with steroid-sparing immunosuppressants is reasonable to lower the risk of stroke recurrence.691–696",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01123,2021,58,Class 3: Harm,B-R,"In patients with ischemic stroke or TIA and confirmed diagnosis of giant cell arteritis, infliximab is associated with recurrent ocular symptoms and markers of disease activity and should not be administered.697–704",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01124,2021,59,Class 1,B-NR,"In patients with ischemic stroke or TIA and infectious vasculitis such as varicella zoster virus (VZV) cerebral vasculitis, neurosyphilis, or bacterial meningitis, treating the underlying infectious etiology is indicated to reduce the risk of stroke.710–716",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01125,2021,59,2A,C-LD,"In patients with ischemic stroke or TIA in the context of HIV vasculopathy, daily aspirin plus HIV viral control with combined antiretroviral therapy is reasonable to reduce the risk of recurrent stroke.717–723",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01126,2021,60,Class 1,C-LD,"In patients with ischemic stroke or TIA and cystathionine β-synthase deficiency, pyridoxine (in responsive patients) and a low-methionine, cysteine-enhanced diet supplemented with pyridoxine, vitamin B12, and folate are recommended to reduce plasma homocysteine to population normal levels and thereby reduce the risk of recurrent ischemic stroke.739,740",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01127,2021,60,2B,B-NR,"In patients with ischemic stroke or TIA and Anderson-Fabry disease, agalsidase alfa or agalsidase beta is of uncertain value in preventing recurrent stroke or TIA.741",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01128,2021,61,Class 1,B-NR,"In patients with carotid web in the distribu- tion of ischemic stroke and TIA, without other attributable causes of stroke, antiplatelet therapy is recommended to prevent recurrent ischemic stroke or TIA.748,749",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01129,2021,61,2B,C-LD,"In patients with carotid web in the distribution of ischemic stroke refractory to medical man- agement, with no other attributable cause of stroke despite comprehensive workup, carotid stenting or CEA may be considered to prevent recurrent ischemic stroke.748–750",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01130,2021,62,Class 1,C-LD,"In patients with fibromuscular dysplasia (FMD) and a history of ischemic stroke or TIA without other attributable causes, antiplatelet therapy, BP control, and lifestyle modification are recommended for the prevention of future ischemic events.752,753",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01131,2021,62,2A,C-EO,"In patients with a history of ischemic stroke or TIA attributable to dissection, with FMD, and no evidence of intraluminal thrombus, it is reasonable to administer antiplatelet therapy for the prevention of future ischemic events.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01132,2021,62,2B,C-LD,"In patients with cervical carotid artery FMD and recurrent ischemic stroke without other attributable causes despite optimal medical management, carotid angioplasty with or without stenting may be reasonable to prevent ischemic stroke.754",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01133,2021,62,2A,C-LD,"In patients with vertebrobasilar dolichoectasia and a history of ischemic stroke or TIA without other attributable causes, the use of antiplatelet or anticoagulant therapy is reasonable for the prevention of recurrent ischemic events.760–764",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01134,2021,63,Class 3: No Benefit,B-R,"In patients with ESUS, treatment with direct oral anticoagulants is not recommended to reduce risk of secondary stroke.779,780",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01135,2021,63,Class 3: No Benefit,B-NR,"In patients with ESUS, treatment with ticagre- lor is not recommended to reduce the risk of secondary stroke.781",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01136,2021,64,Class 1,A,"In patients with noncardioembolic ischemic stroke or TIA, antiplatelet therapy is indicated in preference to oral anticoagulation to reduce the risk of recurrent ischemic stroke and other cardiovascular events while minimizing the risk of bleeding.789,790",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01137,2021,64,Class 1,A,"For patients with noncardioembolic ischemic stroke or TIA, aspirin 50 to 325 mg daily, clopidogrel 75 mg, or the combination of aspi- rin 25 mg and extended-release dipyridamole 200 mg twice daily is indicated for secondary prevention of ischemic stroke.*791–794",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01138,2021,64,2B,B-NR,"For patients already taking aspirin at the time of noncardioembolic ischemic stroke or TIA, the effectiveness of increasing the dose of aspirin or changing to another antiplatelet medication is not well established.410,798–800",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01139,2021,67,Class 1,C-EO,"In patients with ischemic stroke or TIA, voluntary hospital-based or outpatient-focused quality monitoring and improvement programs are recommended to improve short-term and long-term adherence to nationally accepted, evidence-based guidelines for secondary stroke prevention.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01140,2021,67,2A,B-R,"In patients with ischemic stroke or TIA, a mul- tidisciplinary outpatient team-based approach (ie, care provision with active medication adjust- ment from advanced practice providers, nurses, or pharmacists) can be effective to control BP, lipids, and other vascular risk factors.810–817",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01141,2021,67,2A,B-R,"In patients presenting to their primary care provider as the first contact after TIA or minor stroke, it is reasonable to use a decision sup- port tool that improves diagnostic accuracy, stratifies patients in risk categories to support appropriate triage, and prompts the initiation of medications and counseling for lifestyle modification for secondary stroke prevention to reduce the 90-day risk of recurrent stroke or TIA.818",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01142,2021,69,Class 1,B-R,"In patients with ischemic stroke or TIA, behavior change interventions targeting stroke literacy, lifestyle factors, and medica- tion adherence are recommended to reduce cardiovascular events.131,134,840",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01143,2021,69,2A,B-R,"In patients with ischemic stroke or TIA, teaching self-management skills or using behavior change theory (eg, motivational interviewing) can be ben- eficial in improving medication adherence.840–843",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01144,2021,69,2A,B-R,"In patients with stroke or TIA, combined exercise-based and behavior change interven- tions are probably indicated in preference to behavior interventions alone, exercise interven- tions alone, or usual care to reduce physiologi- cal stroke risk factors such as SBP.111–113,829",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01145,2021,69,2A,B-R,"In patients with TIA or nondisabling stroke, engagement in targeted secondary prevention programs (eg, cardiac rehabilitation programs or exercise and lifestyle counseling programs) can be beneficial to reduce risk factors and recurrent ischemic events.133,134",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01146,2021,69,2A,B-NR,"For patients with disabling stroke who are discharged from acute services, engaging in targeted secondary prevention programs (eg, an adapted cardiac rehabilitation program or struc- tured exercise including aerobic activity and healthy lifestyle counseling) can be beneficial to reduce vascular risk factors and mortality.111,844",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01147,2021,69,Class 3: No Benefit,B-R,"In patients with stroke or TIA, provision of health information or advice about stroke prevention is essential; however, information or advice alone, in the absence of a behavioral intervention, is not an effective means to change modifiable, lifestyle-related risk factors in order to reduce future ischemic events.129,829,845",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01148,2021,71,Class 1,C-EO,"In patients with stroke or TIA, evaluating and addressing social determinants of health (eg, literacy level, language proficiency, medica- tion affordability, food insecurity, housing, and transportation barriers) when managing stroke risk factors is recommended to reduce healthcare disparities.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01149,2021,71,Class 1,C-EO,"In patients with stroke or TIA, monitoring the achievement of nationally accepted, evidence- based performance measures is recommended to allow inequities to be identified and addressed.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01150,2021,71,Class 1,C-EO,"In patients with stroke or TIA, systematic adoption of the Agency for Healthcare Research and Quality Universal Precautions Toolkit for Health Literacy is recommended to integrate health literacy into the secondary prevention of stroke.",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01151,2021,71,2B,B-R,"In patients from urban, predominantly minority, or low-socioeconomic-status groups with stroke or TIA, the optimal intervention model for improving stroke risk factor control and reducing disparities is unknown.815,856–859",kleindorfer-et-al-2021-guideline-for-the-prevention-of-stroke-in-patients-with-stroke-and-transient-ischemic-attack-a.pdf
id_01152,2023,20,Class 1,B-NR,"Patients with AF, regardless of sex1 and gender diversity, race and ethnicity,2 or adverse social determinants of health (SDOH),3,4* should be equitably offered guideline-directed stroke risk reduction therapies as well as rate or rhythm control strategies and LRFM as indicated to improve quality of life (QOL) and prevent adverse outcomes. *Including lower income, lower education, inadequate or lack of insurance cov- erage, or rurality.3–5",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01153,2023,21,2B,B-R,"In patients with AF, the use of evidence-based decision aids might be useful to guide stroke reduction therapy treatment decisions throughout the disease course to improve engagement, decisional quality, and patient satisfaction.1–4",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01154,2023,22,Class 1,B-NR,"In patients with newly diagnosed AF, a transthoracic echocardiogram1–4 to assess cardiac structure, laboratory testing to include a complete blood count, metabolic panel, and thyroid function,5–7 and when clinical suspicion exists, targeted testing to assess for other medical conditions associated with AF are recommended to determine stroke and bleeding risk factors, as well as underlying conditions that will guide further management.",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01155,2023,22,Class 3: No Benefit,B-NR,"In patients with newly diagnosed AF, protocolized testing for ischemia, acute coronary syndrome (ACS), and pulmonary embolism (PE) should not routinely be performed to assess the etiology of AF unless there are additional signs or symptoms to indicate those disorders.8–10",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01156,2023,23,Class 1,B-NR,"Among individuals without a known history of AF, it is recommended that an initial AF diagnosis be made by a clinician using visual interpretation of the electrocardiographic signals, regardless of the type of rhythm or monitoring device.1–5",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01157,2023,23,Class 1,B-NR,"In patients with an intracardiac rhythm device capable of a diagnosis of AF, such as from an atrial pacemaker lead, a diagnosis of AF should only be made after it is visually confirmed by reviewing intracardiac tracings to exclude signal artifacts and other arrhythmias.6–9",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01158,2023,23,2A,B-R,"For patients who have had a systemic thromboembolic event without a known history of AF and in whom maximum sensitivity to detect AF is sought, an implantable cardiac monitor is reasonable.10,11",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01159,2023,23,2A,B-NR,"Among patients with a diagnosis of AF, it is reason- able to infer AF frequency, duration, and burden using automated algorithms available from electrocardio- graphic monitors, implantable cardiac monitors, and cardiac rhythm devices with an atrial lead, recognizing that periodic review can be required to exclude other arrythmias.1,4,5,12",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01160,2023,23,2A,B-R,"Among patients with AF in whom cardiac monitor- ing is advised, it is reasonable to recommend use of a consumer-accessible electrocardiographic device that provides a high-quality tracing to detect recur- rences.13",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01161,2023,24,Class 1,B-NR,"Patients at increased risk of AF should receive com- prehensive guideline-directed LRFM for AF, targeting obesity,1 physical inactivity,2 unhealthy alcohol con- sumption,3 smoking,4 diabetes,5 and hypertension.6",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01162,2023,25,Class 1,B-R,"In patients with AF who are overweight or obese (with body mass index [BMI] >27 kg/m2), weight loss is recommended, with an ideal target of at least 10% weight loss to reduce AF symptoms, burden, recurrence, and progression to persistent AF.1–4",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01163,2023,25,Class 1,B-R,"In individuals with AF,* moderate-to-vigorous exercise training to a target of 210 minutes per week is rec- ommended to reduce AF symptoms1–3 and burden,2,3 increase maintenance of sinus rhythm,3–5 increase functional capacity, and improve QOL.3,5,6 *In patients without AF related to excessive exercise training.",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
id_01164,2023,26,Class 1,B-NR,"Patients with a history of AF who smoke cigarettes should be strongly advised to quit smoking and should receive GDMT for tobacco cessation1,2 to mitigate increased risks of AF-related cardiovascular complications and other adverse outcomes.3–6",joglar-et-al-2023-acc-aha-accp-hrs-guideline-for-the-diagnosis-and-management-of-atrial-fibrillation-a-report-of-the.pdf
